id,date,name,abrv,primaryColor,logo,current_playoffs,current_round2,current_conf,current_final,current_win
23,2025-01-05,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-01-05,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,5.0%,2.1%,0.9%,0.4%,0.2%
25,2025-01-05,St. Louis Blues,STL,#002F87,/Images/blues.png,6.3%,2.0%,0.6%,0.2%,0.1%
26,2025-01-05,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,86.9%,44.6%,22.3%,11.1%,5.5%
27,2025-01-05,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,97.9%,49.2%,23.5%,11.0%,5.1%
28,2025-01-05,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,24.8%,10.0%,4.1%,1.7%,0.7%
29,2025-01-05,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,77.9%,40.6%,21.1%,11.0%,5.7%
30,2025-01-05,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,97.3%,39.4%,16.2%,6.5%,2.7%
31,2025-01-05,Washington Capitals,WSH,#041E42,/Images/capitals.png,99.7%,50.6%,24.8%,11.7%,5.5%
32,2025-01-05,Winnipeg Jets,WPG,#004C97,/Images/jets.png,95.9%,50.8%,26.4%,13.6%,7.1%
1,2025-01-12,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0.2%,0%,0%,0%,0%
2,2025-01-12,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,49.7%,23.6%,11.4%,5.3%,2.4%
3,2025-01-12,Buffalo Sabres,BUF,#003087,/Images/sabres.png,1.9%,0.6%,0.2%,0.1%,0%
4,2025-01-12,Calgary Flames,CGY,#D2001C,/Images/flames.png,29.5%,10.2%,3.6%,1.2%,0.5%
5,2025-01-12,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,98.7%,57.7%,33.2%,19.3%,10.6%
6,2025-01-12,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-01-12,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,84.7%,41.9%,21.0%,10.4%,5.2%
8,2025-01-12,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,7.5%,1.6%,0.4%,0.1%,0%
9,2025-01-12,Dallas Stars,DAL,#006847,/Images/stars.png,97.2%,50.3%,25.8%,13.1%,6.8%
10,2025-01-12,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,18.2%,6.3%,2.3%,0.8%,0.3%
11,2025-01-12,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,96.5%,53.0%,28.0%,14.8%,7.8%
12,2025-01-12,Florida Panthers,FLA,#c8102E,/Images/panthers.png,96.9%,54.1%,28.1%,14.8%,7.5%
13,2025-01-12,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,97.2%,55.1%,29.8%,16.2%,8.9%
14,2025-01-12,Minnesota Wild,MIN,#154734,/Images/wild.png,97.2%,48.7%,24.1%,11.7%,5.9%
15,2025-01-12,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,6.7%,1.5%,0.4%,0.1%,0%
16,2025-01-12,Nashville Predators,NSH,#FFB81C,/Images/predators.png,2.2%,1.0%,0.5%,0.2%,0.1%
17,2025-01-12,New Jersey Devils,NJD,#CE1126,/Images/devils.png,97.4%,47.9%,24.8%,12.8%,6.4%
18,2025-01-12,New York Islanders,NYI,#00539b,/Images/islanders.png,24.9%,10.0%,4.2%,1.7%,0.7%
19,2025-01-12,New York Rangers,NYR,#0038A8,/Images/rangers.png,45.4%,22.3%,11.5%,5.7%,2.7%
20,2025-01-12,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,53.5%,24.7%,11.7%,5.4%,2.5%
21,2025-01-12,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,8.4%,2.9%,1.1%,0.4%,0.1%
22,2025-01-12,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,8.2%,2.2%,0.7%,0.2%,0.1%
23,2025-01-12,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-01-12,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,3.0%,1.2%,0.5%,0.2%,0.1%
25,2025-01-12,St. Louis Blues,STL,#002F87,/Images/blues.png,4.2%,1.3%,0.4%,0.1%,0%
26,2025-01-12,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,85.5%,44.3%,21.8%,11.0%,5.3%
27,2025-01-12,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,97.5%,49.0%,22.8%,10.5%,4.8%
28,2025-01-12,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,17.1%,6.7%,2.7%,1.1%,0.5%
29,2025-01-12,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,76.7%,39.9%,20.8%,10.7%,5.5%
30,2025-01-12,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,96.4%,38.5%,15.7%,6.3%,2.6%
31,2025-01-12,Washington Capitals,WSH,#041E42,/Images/capitals.png,99.8%,51.4%,25.5%,11.8%,5.5%
32,2025-01-12,Winnipeg Jets,WPG,#004C97,/Images/jets.png,98.1%,52.1%,27.0%,13.8%,7.3%
1,2025-01-19,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0.2%,0%,0%,0%,0%
2,2025-01-19,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,37.3%,15.3%,6.4%,2.6%,1.1%
3,2025-01-19,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0.8%,0.2%,0.1%,0%,0%
4,2025-01-19,Calgary Flames,CGY,#D2001C,/Images/flames.png,42.4%,16.3%,6.6%,2.7%,1.0%
5,2025-01-19,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,97.9%,47.9%,24.1%,12.3%,6.2%
6,2025-01-19,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-01-19,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,84.6%,40.8%,18.5%,8.7%,4.0%
8,2025-01-19,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,5.1%,0.9%,0.2%,0%,0%
9,2025-01-19,Dallas Stars,DAL,#006847,/Images/stars.png,94.3%,50.6%,24.7%,12.5%,6.2%
10,2025-01-19,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,20.3%,7.9%,3.2%,1.2%,0.5%
11,2025-01-19,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.3%,58.8%,35.0%,20.1%,11.1%
12,2025-01-19,Florida Panthers,FLA,#c8102E,/Images/panthers.png,94.7%,48.5%,24.6%,12.3%,6.2%
13,2025-01-19,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,97.2%,55.5%,32.1%,17.7%,9.6%
14,2025-01-19,Minnesota Wild,MIN,#154734,/Images/wild.png,89.9%,42.1%,18.4%,8.2%,3.6%
15,2025-01-19,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,7.8%,1.9%,0.5%,0.1%,0%
16,2025-01-19,Nashville Predators,NSH,#FFB81C,/Images/predators.png,5.0%,2.3%,1.1%,0.5%,0.2%
17,2025-01-19,New Jersey Devils,NJD,#CE1126,/Images/devils.png,97.5%,54.5%,29.4%,16.2%,8.9%
18,2025-01-19,New York Islanders,NYI,#00539b,/Images/islanders.png,19.9%,8.6%,3.9%,1.7%,0.8%
19,2025-01-19,New York Rangers,NYR,#0038A8,/Images/rangers.png,35.0%,14.8%,6.5%,2.8%,1.2%
20,2025-01-19,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,80.3%,41.7%,21.9%,11.4%,5.9%
21,2025-01-19,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,10.1%,3.2%,1.1%,0.3%,0.1%
22,2025-01-19,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,2.2%,0.5%,0.1%,0%,0%
23,2025-01-19,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-01-19,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,1.1%,0.4%,0.2%,0.1%,0%
25,2025-01-19,St. Louis Blues,STL,#002F87,/Images/blues.png,7.3%,2.3%,0.8%,0.3%,0.1%
26,2025-01-19,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,93.7%,54.4%,30.5%,17.1%,9.5%
27,2025-01-19,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,97.7%,46.2%,21.3%,9.5%,4.4%
28,2025-01-19,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,10.0%,3.8%,1.5%,0.6%,0.2%
29,2025-01-19,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,74.9%,37.9%,20.3%,10.5%,5.2%
30,2025-01-19,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,96.0%,40.3%,18.7%,7.9%,3.4%
31,2025-01-19,Washington Capitals,WSH,#041E42,/Images/capitals.png,99.9%,53.7%,26.5%,12.6%,6.2%
32,2025-01-19,Winnipeg Jets,WPG,#004C97,/Images/jets.png,97.9%,49.0%,22.2%,10.2%,4.7%
1,2025-01-26,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0.3%,0.1%,0%,0%,0%
2,2025-01-26,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,44.3%,18.3%,7.5%,3.0%,1.3%
3,2025-01-26,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0.2%,0.1%,0%,0%,0%
4,2025-01-26,Calgary Flames,CGY,#D2001C,/Images/flames.png,57.8%,22.1%,9.0%,3.4%,1.3%
5,2025-01-26,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,99.4%,53.1%,28.4%,15.5%,8.4%
6,2025-01-26,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-01-26,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,74.4%,35.5%,16.5%,7.8%,3.5%
8,2025-01-26,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,4.8%,0.8%,0.2%,0%,0%
9,2025-01-26,Dallas Stars,DAL,#006847,/Images/stars.png,97.2%,52.3%,25.7%,13.0%,6.3%
10,2025-01-26,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,19.1%,7.3%,2.9%,1.1%,0.4%
11,2025-01-26,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.6%,59.6%,35.3%,20.2%,11.2%
12,2025-01-26,Florida Panthers,FLA,#c8102E,/Images/panthers.png,94.9%,49.7%,24.9%,12.4%,6.3%
13,2025-01-26,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,96.8%,55.8%,32.1%,17.6%,9.4%
14,2025-01-26,Minnesota Wild,MIN,#154734,/Images/wild.png,87.3%,40.7%,17.9%,8.2%,3.6%
15,2025-01-26,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,8.4%,2.0%,0.5%,0.1%,0%
16,2025-01-26,Nashville Predators,NSH,#FFB81C,/Images/predators.png,4.9%,2.2%,1.0%,0.5%,0.3%
17,2025-01-26,New Jersey Devils,NJD,#CE1126,/Images/devils.png,97.6%,51.4%,27.8%,15.2%,8.2%
18,2025-01-26,New York Islanders,NYI,#00539b,/Images/islanders.png,27.6%,11.9%,5.4%,2.3%,1.0%
19,2025-01-26,New York Rangers,NYR,#0038A8,/Images/rangers.png,40.6%,17.1%,7.5%,3.1%,1.3%
20,2025-01-26,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,76.6%,39.9%,20.6%,10.4%,5.4%
21,2025-01-26,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,5.4%,1.7%,0.6%,0.2%,0.1%
22,2025-01-26,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,1.0%,0.2%,0.1%,0%,0%
23,2025-01-26,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-01-26,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,1.4%,0.5%,0.2%,0.1%,0%
25,2025-01-26,St. Louis Blues,STL,#002F87,/Images/blues.png,5.2%,1.6%,0.5%,0.2%,0.1%
26,2025-01-26,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,84.7%,48.6%,26.9%,15.2%,8.5%
27,2025-01-26,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,95.6%,45.5%,20.7%,9.2%,4.3%
28,2025-01-26,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,13.1%,5.0%,1.9%,0.7%,0.3%
29,2025-01-26,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,66.9%,33.7%,18.0%,9.3%,4.5%
30,2025-01-26,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,96.3%,40.8%,19.1%,8.3%,3.6%
31,2025-01-26,Washington Capitals,WSH,#041E42,/Images/capitals.png,100.0%,52.6%,26.2%,12.5%,6.1%
32,2025-01-26,Winnipeg Jets,WPG,#004C97,/Images/jets.png,98.8%,50.2%,23.0%,10.8%,5.0%
1,2025-02-02,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0.4%,0.1%,0%,0%,0%
2,2025-02-02,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,29.6%,12.3%,5.1%,2.1%,0.9%
3,2025-02-02,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0.3%,0.1%,0%,0%,0%
4,2025-02-02,Calgary Flames,CGY,#D2001C,/Images/flames.png,42.4%,16.4%,6.7%,2.6%,1.0%
5,2025-02-02,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,99.5%,51.8%,27.3%,14.6%,8.0%
6,2025-02-02,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-02-02,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,85.0%,41.1%,19.4%,9.2%,4.1%
8,2025-02-02,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,8.1%,1.3%,0.3%,0%,0%
9,2025-02-02,Dallas Stars,DAL,#006847,/Images/stars.png,98.7%,49.4%,22.8%,10.7%,4.8%
10,2025-02-02,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,34.6%,13.6%,5.4%,2.0%,0.9%
11,2025-02-02,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.7%,60.1%,36.5%,21.7%,11.8%
12,2025-02-02,Florida Panthers,FLA,#c8102E,/Images/panthers.png,95.6%,50.0%,24.9%,12.4%,6.4%
13,2025-02-02,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,94.9%,53.0%,30.0%,16.5%,8.4%
14,2025-02-02,Minnesota Wild,MIN,#154734,/Images/wild.png,95.2%,45.6%,20.6%,9.5%,4.3%
15,2025-02-02,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,3.2%,0.8%,0.2%,0%,0%
16,2025-02-02,Nashville Predators,NSH,#FFB81C,/Images/predators.png,1.3%,0.6%,0.3%,0.2%,0.1%
17,2025-02-02,New Jersey Devils,NJD,#CE1126,/Images/devils.png,96.9%,51.3%,27.9%,15.3%,8.6%
18,2025-02-02,New York Islanders,NYI,#00539b,/Images/islanders.png,41.7%,17.9%,8.0%,3.4%,1.6%
19,2025-02-02,New York Rangers,NYR,#0038A8,/Images/rangers.png,26.2%,12.5%,6.1%,2.9%,1.4%
20,2025-02-02,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,86.2%,45.3%,23.3%,11.9%,6.3%
21,2025-02-02,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,3.2%,1.0%,0.3%,0.1%,0.0%
22,2025-02-02,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0.7%,0.2%,0.1%,0%,0%
23,2025-02-02,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-02-02,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,1.0%,0.3%,0.1%,0%,0%
25,2025-02-02,St. Louis Blues,STL,#002F87,/Images/blues.png,3.4%,1.2%,0.4%,0.2%,0.1%
26,2025-02-02,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,79.4%,45.0%,24.9%,13.9%,7.9%
27,2025-02-02,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,94.9%,44.3%,19.9%,8.9%,4.3%
28,2025-02-02,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,9.8%,3.8%,1.6%,0.7%,0.2%
29,2025-02-02,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,70.4%,33.4%,16.9%,8.2%,3.8%
30,2025-02-02,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,98.0%,42.6%,20.2%,8.7%,3.6%
31,2025-02-02,Washington Capitals,WSH,#041E42,/Images/capitals.png,100.0%,52.6%,26.2%,12.4%,6.2%
32,2025-02-02,Winnipeg Jets,WPG,#004C97,/Images/jets.png,99.9%,52.3%,24.6%,12.0%,5.5%
1,2025-02-10,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0.7%,0.2%,0%,0%,0%
2,2025-02-10,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,24.5%,8.5%,3.1%,1.0%,0.4%
3,2025-02-10,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0.3%,0.1%,0%,0%,0%
4,2025-02-10,Calgary Flames,CGY,#D2001C,/Images/flames.png,15.0%,4.8%,1.6%,0.5%,0.2%
5,2025-02-10,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,99.8%,52.0%,28.8%,16.5%,10.3%
6,2025-02-10,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-02-10,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,92.9%,44.2%,19.8%,9.2%,3.4%
8,2025-02-10,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,2.7%,0.3%,0%,0%,0%
9,2025-02-10,Dallas Stars,DAL,#006847,/Images/stars.png,99.1%,50.9%,22.9%,10.8%,4.0%
10,2025-02-10,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,33.6%,9.6%,3.0%,0.8%,0.3%
11,2025-02-10,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.8%,60.9%,37.5%,22.6%,11.0%
12,2025-02-10,Florida Panthers,FLA,#c8102E,/Images/panthers.png,99.5%,55.9%,28.7%,14.7%,8.8%
13,2025-02-10,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,96.5%,51.1%,28.8%,15.1%,6.6%
14,2025-02-10,Minnesota Wild,MIN,#154734,/Images/wild.png,96.3%,42.7%,17.7%,7.5%,2.6%
15,2025-02-10,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,1.4%,0.3%,0.1%,0%,0%
16,2025-02-10,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0.5%,0.2%,0.1%,0.1%,0%
17,2025-02-10,New Jersey Devils,NJD,#CE1126,/Images/devils.png,99.1%,51.4%,29.0%,16.7%,10.7%
18,2025-02-10,New York Islanders,NYI,#00539b,/Images/islanders.png,21.6%,7.1%,2.6%,0.8%,0.3%
19,2025-02-10,New York Rangers,NYR,#0038A8,/Images/rangers.png,38.3%,15.5%,6.9%,2.7%,1.3%
20,2025-02-10,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,79.4%,33.0%,14.4%,5.8%,2.8%
21,2025-02-10,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,3.4%,1.0%,0.4%,0.1%,0%
22,2025-02-10,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0.5%,0.1%,0%,0%,0%
23,2025-02-10,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-02-10,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0.2%,0.1%,0%,0%,0%
25,2025-02-10,St. Louis Blues,STL,#002F87,/Images/blues.png,1.8%,0.5%,0.2%,0.1%,0%
26,2025-02-10,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,96.8%,55.1%,28.9%,15.9%,9.8%
27,2025-02-10,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,99.1%,50.3%,23.5%,10.9%,5.9%
28,2025-02-10,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,10.1%,4.5%,2.0%,0.9%,0.3%
29,2025-02-10,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,88.2%,43.7%,23.4%,11.8%,4.8%
30,2025-02-10,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,98.9%,44.0%,21.7%,9.6%,3.5%
31,2025-02-10,Washington Capitals,WSH,#041E42,/Images/capitals.png,100%,59.8%,30.8%,14.2%,8.1%
32,2025-02-10,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100%,52.2%,24.3%,11.9%,4.7%
1,2025-02-23,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,1.4%,0.3%,0.1%,0.0%,0%
2,2025-02-23,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,24.9%,8.6%,3.3%,1.1%,0.4%
3,2025-02-23,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0.6%,0.1%,0%,0%,0%
4,2025-02-23,Calgary Flames,CGY,#D2001C,/Images/flames.png,16.7%,5.6%,2.0%,0.6%,0.2%
5,2025-02-23,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,99.8%,51.7%,28.2%,16.2%,10.2%
6,2025-02-23,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-02-23,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,91.2%,43.1%,19.4%,9.2%,3.5%
8,2025-02-23,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,4.5%,0.5%,0.1%,0%,0%
9,2025-02-23,Dallas Stars,DAL,#006847,/Images/stars.png,99.6%,51.8%,23.2%,11.0%,4.2%
10,2025-02-23,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,36.1%,10.4%,3.3%,0.9%,0.3%
11,2025-02-23,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.8%,60.1%,37.1%,22.3%,11.1%
12,2025-02-23,Florida Panthers,FLA,#c8102E,/Images/panthers.png,99.3%,55.1%,27.9%,14.5%,8.5%
13,2025-02-23,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,98.0%,51.6%,29.1%,15.3%,6.8%
14,2025-02-23,Minnesota Wild,MIN,#154734,/Images/wild.png,97.8%,43.7%,18.2%,7.7%,2.7%
15,2025-02-23,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,2.5%,0.5%,0.1%,0%,0%
16,2025-02-23,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0.8%,0.4%,0.2%,0.1%,0.1%
17,2025-02-23,New Jersey Devils,NJD,#CE1126,/Images/devils.png,98.8%,50.6%,28.0%,16.4%,10.5%
18,2025-02-23,New York Islanders,NYI,#00539b,/Images/islanders.png,24.4%,8.0%,3.0%,0.9%,0.4%
19,2025-02-23,New York Rangers,NYR,#0038A8,/Images/rangers.png,31.9%,12.9%,5.9%,2.3%,1.1%
20,2025-02-23,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,74.0%,30.8%,13.9%,5.6%,2.8%
21,2025-02-23,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,6.0%,1.8%,0.6%,0.2%,0.1%
22,2025-02-23,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0.3%,0.1%,0.0%,0%,0%
23,2025-02-23,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-02-23,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0.4%,0.1%,0.1%,0%,0%
25,2025-02-23,St. Louis Blues,STL,#002F87,/Images/blues.png,1.9%,0.6%,0.2%,0.1%,0%
26,2025-02-23,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,97.2%,55.2%,29.0%,15.8%,9.6%
27,2025-02-23,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,99.6%,51.8%,24.6%,11.5%,6.2%
28,2025-02-23,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,7.8%,3.5%,1.6%,0.7%,0.2%
29,2025-02-23,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,85.3%,42.5%,22.7%,11.6%,4.8%
30,2025-02-23,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,99.5%,44.1%,21.7%,9.4%,3.5%
31,2025-02-23,Washington Capitals,WSH,#041E42,/Images/capitals.png,100.0%,61.8%,32.0%,14.7%,8.4%
32,2025-02-23,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100.0%,52.5%,24.5%,12.0%,4.7%
1,2025-03-02,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0.8%,0.2%,0%,0%,0%
2,2025-03-02,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,16.6%,5.5%,2.0%,0.6%,0.2%
3,2025-03-02,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0.2%,0%,0%,0%,0%
4,2025-03-02,Calgary Flames,CGY,#D2001C,/Images/flames.png,23.2%,7.3%,2.5%,0.8%,0.2%
5,2025-03-02,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,99.1%,51.2%,25.7%,14.1%,7.8%
6,2025-03-02,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-03-02,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,95.8%,42.8%,19.2%,9.0%,3.8%
8,2025-03-02,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,23.7%,4.7%,1.1%,0.2%,0.1%
9,2025-03-02,Dallas Stars,DAL,#006847,/Images/stars.png,100%,59.5%,30.3%,16.2%,7.9%
10,2025-03-02,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,33.5%,11.1%,4.1%,1.3%,0.5%
11,2025-03-02,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.6%,59.1%,34.9%,20.6%,10.8%
12,2025-03-02,Florida Panthers,FLA,#c8102E,/Images/panthers.png,99.9%,55.5%,29.8%,15.8%,8.8%
13,2025-03-02,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,98.3%,52.8%,29.2%,15.7%,7.8%
14,2025-03-02,Minnesota Wild,MIN,#154734,/Images/wild.png,94.0%,37.1%,15.0%,6.1%,2.3%
15,2025-03-02,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,6.5%,1.4%,0.4%,0.1%,0%
16,2025-03-02,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0.1%,0.1%,0%,0%,0%
17,2025-03-02,New Jersey Devils,NJD,#CE1126,/Images/devils.png,98.1%,50.8%,26.0%,14.4%,8.0%
18,2025-03-02,New York Islanders,NYI,#00539b,/Images/islanders.png,15.2%,4.8%,1.7%,0.5%,0.2%
19,2025-03-02,New York Rangers,NYR,#0038A8,/Images/rangers.png,36.3%,16.1%,7.7%,3.4%,1.7%
20,2025-03-02,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,63.6%,26.3%,12.2%,4.9%,2.1%
21,2025-03-02,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,7.8%,2.4%,0.8%,0.2%,0.1%
22,2025-03-02,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0%,0%,0%,0%,0%
23,2025-03-02,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-03-02,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0.2%,0.1%,0%,0%,0%
